code,number,edition,character,series,quality,dye.code,dye.name,frame,morphed,trimmed,alias,wishlists,dropQuality,worker.effort,worker.style,owner
ql26df,41,1,Ranmaru,Senran Kagura: New Wave,3,,,,No,No,,1,3,21,F,saber
ql2dnk,2180,1,Yoshinobu Gakuganji,Jujutsu Kaisen,2,,,,No,No,,1,2,23,F,saber
ql2zn0,6643,1,Angelica,Fate/Kaleid Liner Prisma Illya 3rei!!,2,,,,No,No,,1,2,9,F,saber
qlhrj2,6678,1,Akira Mado,Tokyo Ghoul,2,,,,No,No,,13,2,21,F,saber
qlq77w,6676,1,Unicorn,Azur Lane,0,,,,No,No,,3,0,5,F,saber
qlvgrk,27,2,Kotone Fujisaki,Keijo!!!!!!!!,2,,,,No,No,,3,2,16,F,saber
qlqj3c,6474,1,Lenessia Erhart Cowen,Log Horizon,1,,,,No,No,,6,1,1,F,saber
ql0pm0,33,1,Naruhito Azumi,Himawari wa Yoru ni Saku,1,,,,No,No,,0,1,0,F,saber
qlm98g,6545,1,Adenela,Cautious Hero: The Hero Is Overpowered but Overly Cautious,4,,,,No,No,,7,4,29,F,saber
qlmn8q,68,2,Hiroto Suzuki,The Day I Became a God,0,,,,No,No,,1,0,1,F,saber
qf2n6n,6438,1,Saber,Fate/stay night,4,,,cupidsarrow,Yes,No,,1285,1,231,B,saber
0rghd4,4491,1,Ishtar,Fate/Grand Order,2,,,,No,No,,396,2,45,F,saber
qfxc16,6482,1,Sayu Yagami,Death Note,4,,,,No,No,,6,4,39,F,saber
qfs30s,6441,1,Finnes Calmreich,Black Clover,2,,,,No,No,,1,2,9,F,saber
qf7rht,6680,1,Shrine Priestess,No Game No Life,3,,,,No,No,,10,3,48,F,saber
qfg7hr,521,1,Courier Merurin,Epic Seven,2,,,,No,No,,1,2,6,F,saber
qfg2wp,3905,1,Panda,Jujutsu Kaisen,3,,,,No,No,,232,3,103,F,saber
qfg2wj,6442,1,Beatrice Flowerchild,Fate/Kaleid Liner Prisma Illya 3rei!!,2,,,,No,No,,1,2,9,F,saber
qfg2ww,6621,1,BB,Fate/EXTRA CCC,3,,,,No,No,,37,3,40,F,saber
qfrmbn,149,1,Sayuri Shiba,The Irregular at Magic High School,2,,,,No,No,,1,2,5,F,saber
qf42jz,6496,1,Tanaka,Fate/Kaleid Liner Prisma Illya 3rei!!,2,,,,No,No,,1,2,10,F,saber
qfztz9,5383,1,AZKi,Hololive: Holo no Graffiti,0,,,,No,No,,26,0,8,F,saber
qf1l6r,46,2,Martha,Fate/Grand Order,2,,,,No,No,,1,2,29,F,saber
vhpt0,73,1,Nene Saikyou,Chivalry of a Failed Knight,1,,,,No,No,,3,1,5,F,saber
0vvtg,142,1,Alice,Fate/Extra Last Encore,2,,,,No,No,,1,2,14,F,saber
vd62k,130,1,Medea (Lily),Fate/Grand Order,1,,,,No,No,,3,1,8,F,saber
v2flj8,116,1,Silence,Arknights,2,,,,No,No,,1,2,13,F,saber
rjql,38,1,Kaori Shirasaki,Arifureta: From Commonplace to World's Strongest,3,,,,No,No,,16,3,20,F,saber
q9l4v0,805,1,Emiya Shirou,Fate/kaleid liner PRISMA ILLYA,3,,,,No,No,,19,3,33,F,saber
qfjf22,6398,1,Peashy,Hyperdimension Neptunia,2,,,,No,No,,2,2,6,F,saber
qfjz2s,6489,1,Semiramis,Fate/Apocrypha,2,,,,No,No,,34,2,20,F,saber
qfjvsq,6403,1,Ellen Mira Mathers,Date a Live II,2,,,,No,No,,5,2,14,F,saber
qfb4lv,6649,1,Roswaal L Mathers,Re:ZERO -Starting Life in Another World-,2,,,,No,No,,20,2,20,F,saber
qfb29d,6553,1,Nyanta,Log Horizon,2,,,,No,No,,16,2,6,F,saber
qfbhbs,1304,1,Ren,Date A Live: Ren Dystopia,1,,,,No,No,,7,1,9,F,saber
qf5rkx,470,1,Charlotte of La Mare,Epic Seven,2,,,,No,No,,1,2,6,F,saber
vgk0cp,2915,1,Tamamo-no-Mae,Fate/EXTRA,3,,,,No,No,,88,3,56,F,saber
vpx0sk,2814,1,Merlin,Fate/Grand Order,2,,,,No,No,,57,2,28,F,saber
0dd11c,5176,1,Cú Chulainn (Caster),Fate/Grand Order,3,,,,No,No,,6,3,25,F,saber
v83n8b,3281,1,Mash Kyrielight,Fate/Grand Order,0,,,,No,No,,265,0,10,F,saber
vbtv8l,2463,1,Merlin,Fate/Grand Order,0,,,,No,No,,57,0,8,F,saber
qz20q1,6025,1,Ishtar,Fate/Grand Order,2,,,,No,No,,396,2,45,F,saber
qzbx3k,6157,1,Jeanne d'Arc (Alter),Fate/Grand Order,2,,,,No,No,,366,2,34,F,saber
qfkx5d,6643,1,Ayato Yuri,Yarichin Bitch-bu,2,,,,No,No,,143,2,38,F,saber
0prfc9,60,1,Saber Lion,Carnival Phantasm,4,,,circustent,No,No,,23,0,76,B,saber
0rq3st,85,1,Berser-Car,Carnival Phantasm,1,,,,No,No,,3,0,1,F,saber
qktjzl,115,1,Abigail Williams,Fate/Grand Order,4,,,,Yes,No,,39,1,91,F,saber
qfkbcv,6607,1,Karin,Naruto Shippuden,2,,,,No,No,,10,2,28,F,saber
qfwc6l,6545,1,Shirou Emiya,Fate/stay night,2,,,,No,No,,122,2,29,F,saber
qf24ds,30,2,Chihiro Mayuzumi,Kuroko's Basketball 3,2,,,,No,No,,1,2,24,F,saber
qfh037,498,1,Wanda Formia,Epic Seven,2,,,,No,No,,1,2,6,F,saber
q93rjw,6402,1,Saber,Fate/stay night,4,$0037h,Starfleet Blue,cupidslock,Yes,No,,1285,1,268,B,saber
qfq885,6499,1,Aoi Ichijou,High School Prodigies Have It Easy Even in Another World!,3,,,,No,No,,1,3,18,F,saber
qfq422,6547,1,Hinami Fueguchi,Tokyo Ghoul,2,,,,No,No,,22,2,28,F,saber
qfq2h7,5790,1,Yuri,Yu-Gi-Oh! Arc-V,2,,,,No,No,,1,2,5,F,saber
qf0j6q,4313,1,Ch'en,Arknights,0,,,,No,No,,6,0,4,F,saber
q97vqk,6460,1,Kyouka Jirou,My Hero Academia,4,,,,No,No,,154,4,215,F,saber
q9t8w7,4397,1,Beidou,Genshin Impact,2,,,,No,No,,538,2,53,F,saber
q9twpb,5293,1,Nekomata Okayu,Hololive: Holo no Graffiti,3,,,,No,No,,236,3,90,F,saber
q9l60g,4759,1,Mahiru,Princess Connect! Re: Dive,1,,,,No,No,,1,1,5,F,saber
q9lh1n,6550,1,Chisato Hasegawa,The Testament of Sister New Devil,0,,,,No,No,,40,0,5,F,saber
q9lhn0,6482,1,Artemis,Fate/Grand Order,2,,,,No,No,,3,2,16,F,saber
q9ffk9,6526,1,Shironiji,Log Horizon 2,1,,,,No,No,,0,1,1,F,saber
q99cnl,6557,1,Faris Nyannyan,Steins;Gate,3,,,,No,No,,37,3,46,F,saber
q9931h,6582,1,Yuusaku Fujiki,Yu-Gi-Oh! VRAINS,0,,,,No,No,,8,0,1,F,saber
q9gft5,4498,1,Ruele of Light,Epic Seven,2,,,,No,No,,2,2,8,F,saber
q9hdw8,388,1,Operator Sigret,Epic Seven,2,,,,No,No,,1,2,6,F,saber
q94hr4,6377,1,Nagisa Kashiwagi,Kaguya-sama: Love Is War,2,,,,No,No,,3,2,16,F,saber
q9zdpv,1197,1,Maria Arusu,Date A Live: Ars Install,0,,,,No,No,,4,0,5,F,saber
q952r6,390,1,Top Model Luluca,Epic Seven,4,,,,No,No,,8,0,54,F,saber
079hw4,3909,1,Minato Aqua,Hololive: Holo no Graffiti,2,,,,No,No,,234,2,39,F,saber
0j1tx8,3189,1,Sakura Miko,Hololive: Holo no Graffiti,2,,,,No,No,,119,2,39,F,saber
q9kn2c,6381,1,Neji Hyuuga,Naruto,4,,,,No,No,,79,4,180,F,saber
q9kn2g,6568,1,Kinjou,Log Horizon 2,0,,,,No,No,,1,0,0,F,saber
q9kvsr,4320,1,Xiangling,Genshin Impact,2,,,,No,No,,132,2,54,F,saber
qgxdwd,6361,1,Patry,Black Clover,2,,,,No,No,,1,2,6,F,saber
qgxkr4,61,1,Punkilles,Koi to Producer: EVOL×LOVE,1,,,,No,No,,1,1,1,F,saber
qgxk75,84,1,Nonnoria Foly,Hortensia Saga,2,,,,No,No,,1,2,1,F,saber
qgs6nf,35,1,Formidable,Azur Lane: Slow Ahead!,2,,,,No,No,,4,2,31,F,saber
qg7365,6393,1,Hestiaca,Cautious Hero: The Hero Is Overpowered but Overly Cautious,4,,,,No,No,,5,4,24,F,saber
qg7v7l,6442,1,Hiromi Nase,Beyond the Boundary,3,,,,No,No,,9,3,25,F,saber
qgt8rp,374,1,Otillie,Epic Seven,2,,,,No,No,,1,2,10,F,saber
qg8gh6,884,1,Zofia,Attack on Titan: The Final Season,1,,,,No,No,,2,1,15,F,saber
qglfm9,6447,1,Raia,Black Clover,2,,,,No,No,,3,2,15,F,saber
qgrtfj,6524,1,Olga Marie Animusphere,Fate/Grand Order,3,,,,No,No,,6,3,29,F,saber
qgp2zt,6424,1,Ulquiorra Schiffer,Bleach,3,,,,No,No,,428,3,89,F,saber
qgpqg3,6301,1,Yuki Yoshino,Food Wars! Shokugeki no Souma,1,,,,No,No,,4,1,8,F,saber
qg426t,337,1,Basar Jide Di Sa Barut,Epic Seven,2,,,,No,No,,1,2,8,F,saber
qgzzsc,1865,1,Shiou Kou,Food Wars! The Fifth Plate,1,,,,No,No,,0,1,1,F,saber
qgwpr2,5263,1,Tsunomaki Watame,Hololive: Holo no Graffiti,2,,,,No,No,,123,2,43,F,saber
qgq3vr,6289,1,Gin Doujima,Food Wars! Shokugeki no Souma,1,,,,No,No,,5,1,5,F,saber
vld1w0,1021,1,Bennett,Genshin Impact,4,$vm2xg,Namara Grey,brass,No,No,,211,3,323,B,saber
q36jlg,6440,1,Kureo Mado,Tokyo Ghoul,3,,,,No,No,,5,3,26,F,saber
q3xrhq,6384,1,Azriel,No Game No Life: Zero,2,,,,No,No,,5,2,18,F,saber
q3tx1k,6255,1,Najenda,Akame ga Kill!,1,,,,No,No,,22,1,14,F,saber
q3t22w,6319,1,Ristarte,Cautious Hero: The Hero Is Overpowered but Overly Cautious,0,,,,No,No,,19,0,5,F,saber
q38x2p,3088,1,Mega Altaria,Pokémon XY: Mega Evolution,2,,,,No,No,,1,2,13,F,saber
q3n6fx,6245,1,Naofumi Iwatani,The Rising of the Shield Hero,3,,,,No,No,,364,3,99,F,saber
q3ktrb,6159,1,Marielle,Log Horizon,2,,,,No,No,,6,2,5,F,saber
q3kwhg,6314,1,Tetra,Log Horizon 2,3,,,,No,No,,12,3,16,F,saber
q3q0gt,274,1,Fallen Cecilia,Epic Seven,2,,,,No,No,,3,2,14,F,saber
q3vrjf,6384,1,Mariella,Black Clover,1,,,,No,No,,1,1,6,F,saber
q3vbvq,273,1,Kagero,Fire Emblem Fates,1,,,,No,No,,14,1,6,F,saber
qpgggf,6272,1,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,3,,,,No,No,,274,2,76,F,saber
qrc4hh,6412,1,Akatsuki,Log Horizon,2,,,,No,No,,85,2,14,F,saber
qr6cwm,296,1,Rima,Epic Seven,1,,,,No,No,,1,1,5,F,saber
qr6lhx,4505,1,Purifier,Azur Lane,3,,,,No,No,,0,3,35,F,saber
qr60g2,6411,1,Tohka Yatogami,Date a Live,2,,,,No,No,,245,2,49,F,saber
qrxlqn,716,1,Renown,Azur Lane,2,,,,No,No,,1,2,18,F,saber
qrx7wf,308,1,Iseria Arisphodel,Epic Seven,3,,,,No,No,,5,3,26,F,saber
qrs8xg,6235,1,Flandre Scarlet,Anime Tenchou x Touhou Project,2,,,,No,No,,52,2,14,F,saber
qrgxdw,4233,1,Poca,Arknights,2,,,,No,No,,1,2,14,F,saber
qrgk3d,6219,1,Yunyun,KonoSuba: God's blessing on this wonderful world! 2,2,,,,No,No,,92,2,36,F,saber
qw2ktz,19,1,Io,Code Vein,4,,,,Yes,No,,24,2,41,F,saber
qrnpd1,6312,1,Eucliwood Hellscythe,Is this a Zombie? OVA,2,,,,No,No,,43,2,15,F,saber
qrnpdj,6074,1,Yuutarou Katori,The Brave Fighter of Sun Fighbird,2,,,,No,No,,23,2,23,F,saber
qrnkf9,6154,1,Rebecca Scarlet,Black Clover,0,,,,No,No,,2,0,1,F,saber
qrnkg2,5143,1,Komako Semenovich,Shoujo Ramune,2,,,,No,No,,38,2,15,F,saber
qrjxft,6279,1,Luca,Yu-Gi-Oh! 5D's,3,,,,No,No,,2,3,8,F,saber
qrjb8n,6261,1,Adenela,Cautious Hero: The Hero Is Overpowered but Overly Cautious,3,,,,No,No,,7,3,18,F,saber
qr5007,6252,1,Helena Blavatsky,Fate/Grand Order,3,,,,No,No,,6,3,26,F,saber
qr5m1s,6280,1,Roe 2,Log Horizon 2,4,,,,No,No,,4,4,25,F,saber
qrknn7,6264,1,Sakura Haruno,Naruto,2,,,,No,No,,235,2,54,F,saber
qrkm7b,3324,1,Suou Patra,Suou Patra – Omoide Locket,2,,,,No,No,,2,2,10,F,saber
qrwghp,6395,1,Akari Tsukumo,Yu-Gi-Oh! Zexal,1,,,,No,No,,1,1,1,F,saber
qrh43q,6422,1,Kinrou,Dr. Stone,3,,,,No,No,,11,3,36,F,saber
qrh44f,5159,1,Shiranui Flare,Hololive: Holo no Graffiti,0,,,,No,No,,49,0,8,F,saber
qrqgf2,6105,1,Corone Dola,No Game No Life: Zero,2,,,,No,No,,6,2,24,F,saber
qpdrws,6223,1,Denver,Azur Lane,2,,,,No,No,,1,2,14,F,saber
qpd15f,6371,1,Temari,Naruto,3,,,,No,No,,36,3,66,F,saber
qpdq9w,6171,1,Kouki Amanogawa,Arifureta: From Commonplace to World's Strongest,0,,,,No,No,,1,0,0,F,saber
qp7pj1,6209,1,Maiya Hisau,Fate/Zero,3,,,,No,No,,3,3,23,F,saber
qp8c4x,6336,1,Kei Shirogane,Kaguya-sama: Love Is War,3,,,,No,No,,102,3,88,F,saber
qpf5w3,6412,1,Risei Kotomine,Fate/Zero,1,,,,No,No,,1,1,1,F,saber
qp9f7n,3620,1,Kiyotaka Ijichi,Jujutsu Kaisen,1,,,,No,No,,7,1,15,F,saber
qp9nfd,6214,1,Eins,Log Horizon,2,,,,No,No,,1,2,1,F,saber
qp90lb,6155,1,Sumire Yamanashi,Miss Caretaker of Sunohara-sou,1,,,,No,No,,2,1,1,F,saber
qp34s3,6299,1,Oklahoma,Azur Lane,0,,,,No,No,,0,0,4,F,saber
qp347r,6363,1,Kinjou,Log Horizon 2,2,,,,No,No,,1,2,1,F,saber
qpr0rr,6050,1,Linel Synthesis Twenty-Eight,Sword Art Online: Alicization,2,,,,No,No,,1,2,9,F,saber
qp4xgm,4282,1,Typhon,Re:ZERO -Starting Life in Another World- Season 2,0,,,,No,No,,1,0,1,F,saber
qp1t7n,5026,1,Commissioner R,The God of High School,2,,,,No,No,,3,2,10,F,saber
qpj62j,6240,1,Wing,Hunter x Hunter,1,,,,No,No,,7,1,9,F,saber
qphkkg,6183,1,Caster,Fate/stay night,2,,,,No,No,,23,2,15,F,saber
qp0xds,6164,1,Frederica Baumann,Re:ZERO -Starting Life in Another World-,1,,,,No,No,,21,1,9,F,saber
qp0x7p,6236,1,Sora Shiunin,Yu-Gi-Oh! Arc-V,1,,,,No,No,,1,1,1,F,saber
qp0kj7,6256,1,Ikki Kurogane,Chivalry of a Failed Knight,4,,,,No,No,,31,4,69,F,saber
qpvx8q,6239,1,Sola-Ui Nuada-Re Sophia-Ri,Fate/Zero,2,,,,No,No,,1,2,6,F,saber
qpvg2z,6173,1,Rio Momose,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",2,,,,No,No,,0,2,5,F,saber
qwvvtz,8,1,Io,Code Vein,4,$vf062,Golden Foil,alienalloy,Yes,No,,24,3,65,B,saber
qpmgzq,3013,1,Mega Ampharos,Pokémon XY: Mega Evolution,3,,,,No,No,,4,3,28,F,saber
q4c6xb,6265,1,Kano Futaba,Iya na Kao Sarenagara Opantsu Misete Moraitai 2nd Season,2,,,,No,No,,1,2,6,F,saber
q4c6sz,6221,1,Arizona,Azur Lane,2,,,,No,No,,0,2,14,F,saber
q4c6dj,1638,1,Selena,Wandering Witch: The Journey of Elaina,2,,,,No,No,,2,2,6,F,saber
q4c675,6163,1,Mimosa Vermillion,Black Clover,2,,,,No,No,,57,2,29,F,saber
q4xrsb,3660,1,Leo Akaba,Yu-Gi-Oh! Arc-V,2,,,,No,No,,1,2,1,F,saber
q4xbq2,6111,1,Romani Archaman,Fate/Grand Order,3,,,,No,No,,7,3,21,F,saber
q4xw8d,6052,1,Kaede Honjou,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",0,,,,No,No,,8,0,1,F,saber
q4xwl9,6289,1,Ai,Yu-Gi-Oh! VRAINS,2,,,,No,No,,5,2,5,F,saber
qzb2tf,430,1,Passionlip,Fate/EXTRA CCC,2,,,,No,No,,90,2,25,F,saber
qjdtb7,5951,1,Ushiwakamaru,Fate/Grand Order,1,,,,No,No,,48,1,9,F,saber
0tqrf6,4906,1,Archer,Fate/stay night,2,,,,No,No,,158,2,30,F,saber
q489f5,6273,1,Yuya Sakaki,Yu-Gi-Oh! Arc-V,2,,,,No,No,,29,2,9,F,saber
vqhtpz,2078,1,Saber,Fate/stay night,4,$tzqb,Lightish Blue,magitek,Yes,No,,1285,3,254,B,saber
q4lx4b,6168,1,Nene Saikyou,Chivalry of a Failed Knight,1,,,,No,No,,3,1,5,F,saber
q4l96d,168,1,Auxiliary Lots,Epic Seven,2,,,,No,No,,0,2,8,F,saber
q4lqpm,6248,1,Yukio Okumura,Blue Exorcist,3,,,,No,No,,28,3,55,F,saber
q49dgl,6120,1,Liz,The Seven Deadly Sins,2,,,,No,No,,1,2,19,F,saber
q4n28r,6174,1,Misa Takayama,Log Horizon,2,,,,No,No,,2,2,1,F,saber
q4j73q,6179,1,Anos Voldigoad,Maou Gakuin no Futekigousha,2,,,,No,No,,324,2,35,F,saber
q4j7p9,6145,1,Megumi Tokoro,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",3,,,,No,No,,1,3,10,F,saber
q4b8rs,6170,1,Kaya Irimi,Tokyo Ghoul,2,,,,No,No,,2,2,15,F,saber
q4b4zk,6206,1,Mitis,Cautious Hero: The Hero Is Overpowered but Overly Cautious,2,,,,No,No,,1,2,6,F,saber
q4b4nl,6253,1,Faris Nyannyan,Steins;Gate,0,,,,No,No,,37,0,5,F,saber
q45667,6144,1,Barry the Chopper,Fullmetal Alchemist,2,,,,No,No,,4,2,9,F,saber
q454bd,1693,1,Ines,Arknights,1,,,,No,No,,0,1,5,F,saber
q4klsf,6134,1,Lusamine,Pokémon Sun & Moon,2,,,,No,No,,21,2,15,F,saber
q4wlbj,129,1,Inigo,Fire Emblem Awakening,1,,,,No,No,,7,1,5,F,saber
q428ql,6228,1,Ai Hayasaka,Kaguya-sama: Love Is War,1,,,,No,No,,932,1,25,F,saber
q428q9,6047,1,Shirley,Fate/Zero 2,1,,,,No,No,,1,1,5,F,saber
q4h0wg,6170,1,Henrietta,Log Horizon,2,,,,No,No,,1,2,5,F,saber
q4vfwp,6080,1,Serafall Leviathan,High School DxD NEW,0,,,,No,No,,6,0,1,F,saber
q4m0mk,3280,1,Female Corrin,Fire Emblem Fates,1,,,,No,No,,62,1,10,F,saber
3wdx3,1134,1,Saber,Fate/stay night,4,$vm2xg,Namara Grey,orbweaver,Yes,No,,1285,2,288,B,saber
qzx9tk,6267,1,Ash's Charizard,Pokémon,3,,,,No,No,,25,3,53,F,saber
qzfwxp,6066,1,Sachi,Sword Art Online,0,,,,No,No,,13,0,5,F,saber
qzf082,6147,1,Shin Wolford,Wise Man's Grandchild,3,,,,No,No,,13,3,18,F,saber
qz9xx9,5481,1,Time Machine,Steins;Gate 0,2,,,,No,No,,1,2,5,F,saber
qz9pd3,6057,1,Ayanami,Azur Lane,1,,,,No,No,,1,1,14,F,saber
0fnzcz,4884,1,Hajime Nagumo,Arifureta: From Commonplace to World's Strongest,2,,,,No,No,,114,2,25,F,saber
qz3ptt,86,1,Martial Artist Ken,Epic Seven,3,,,,No,No,,1,3,15,F,saber
qz35sp,5787,1,Dred,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",2,,,,No,No,,1,2,5,F,saber
qzp3qf,4360,1,Great Rabbit,Re:ZERO -Starting Life in Another World- Season 2,2,,,,No,No,,3,2,13,F,saber
qz4mlq,531,1,Renown,Azur Lane,1,,,,No,No,,1,1,10,F,saber
09kjsq,3015,1,Housepet Tag,Kakegurui,4,,,,No,No,,3,4,73,F,saber
qzjrh9,5861,1,Gel Banana,Steins;Gate,2,,,,No,No,,8,2,11,F,saber
qz1ndj,6119,1,Kaori Shirasaki,Arifureta: From Commonplace to World's Strongest,2,,,,No,No,,16,2,9,F,saber
qzjdfz,3988,1,Nian,Arknights,0,,,,No,No,,1,0,4,F,saber
qz59vf,6131,1,Envy,Fullmetal Alchemist,3,,,,No,No,,43,3,51,F,saber
qzh9md,6035,1,Garou,One-Punch Man 2,1,,,,No,No,,319,1,20,F,saber
qzqrmj,6042,1,Umoto Arte Marves,Log Horizon,0,,,,No,No,,1,0,0,F,saber
qz0n3c,6014,1,Jun Shiomi,Food Wars! Shokugeki no Souma,3,,,,No,No,,2,3,21,F,saber
q1ltj4,473,1,Houston,Azur Lane,2,,,,No,No,,1,2,24,F,saber
q13hdb,1620,1,Takada,Jujutsu Kaisen,3,,,,No,No,,1,3,54,F,saber
q1r7gb,5968,1,Gladion's Silvally,Pokémon Sun & Moon,4,,,,No,No,,5,4,44,F,saber
q1rpl0,46,1,Celestial Mercedes,Epic Seven,2,,,,No,No,,2,2,19,F,saber
q14dn7,205,1,Un,Show by Rock!!,2,,,,No,No,,1,2,5,F,saber
q15pkg,5922,1,Farmer,Dragon Ball Z,2,,,,No,No,,9,2,6,F,saber
q152bp,863,1,Elemental Hero Neos,Yu-Gi-Oh! GX,1,,,,No,No,,14,1,1,F,saber
q152kx,1566,1,Mana Nakiri,Food Wars! The Fifth Plate,2,,,,No,No,,2,2,13,F,saber
qn696m,6236,1,Elizabeth von Coral,Wise Man's Grandchild,2,,,,No,No,,1,2,8,F,saber
qn83bz,6172,1,Seishirou Tsugumi,Nisekoi,2,,,,No,No,,80,2,24,F,saber
qng0rd,6115,1,Nico Robin,One Piece,0,,,,No,No,,2298,0,9,F,saber
0n60nr,4292,1,Genos,One-Punch Man,3,,,,No,No,,357,3,90,F,saber
qwbmv4,24,1,Mia Karnstein,Code Vein,4,,,,Yes,No,,9,1,48,F,saber
qnzvh1,319,1,Io,Code Vein,3,,,,No,No,,24,3,25,F,saber
01dt71,2293,1,Ningguang,Genshin Impact,1,,,,No,No,,297,1,28,F,saber
qn2148,5924,1,Myu,Arifureta: From Commonplace to World's Strongest,1,,,,No,No,,25,1,6,F,saber
qj65ks,119,1,Shabobon,Show by Rock!!#,2,,,,No,No,,1,2,5,F,saber
qjd6n0,280,1,Io,Code Vein,4,,,,No,No,,24,3,45,F,saber
qjlvv2,5819,1,Kaede Honjou,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",4,,,,No,No,,8,4,44,F,saber
qjfjsp,6069,1,Ai,Yu-Gi-Oh! VRAINS,2,,,,No,No,,5,2,5,F,saber
qj25t0,84,1,Kamazo,One Piece,1,,,,No,No,,1,1,5,F,saber
qbzcbk,1374,1,Shiou Kou,Food Wars! The Fifth Plate,2,,,,No,No,,0,2,5,F,saber
q58fc5,6000,1,Iris,Battle Girl High School,1,,,,No,No,,0,1,1,F,saber
q58v8h,5845,1,Berta,Food Wars! The Third Plate: Totsuki Train Arc,2,,,,No,No,,1,2,8,F,saber
q5lt9q,5933,1,Rinko Koujiro,Sword Art Online: Alicization,3,,,,No,No,,1,3,19,F,saber
q5lgkw,5794,1,Suzuha Amane,Steins;Gate,1,,,,No,No,,48,1,14,F,saber
q55xh4,5806,1,Tetsu Ushio,Yu-Gi-Oh! 5D's,2,,,,No,No,,0,2,1,F,saber
q5w3cg,3100,1,Ray Akaba,Yu-Gi-Oh! Arc-V,2,,,,No,No,,1,2,5,F,saber
q5hkvb,5730,1,Fusou,Azur Lane,1,,,,No,No,,1,1,9,F,saber
q5mx1r,2575,1,Juzo Biwa,Naruto Shippuden,2,,,,No,No,,1,2,18,F,saber
qkq974,5680,1,Monkey D. Garp,One Piece,4,,,,No,No,,76,4,88,F,saber
qkqjpw,5815,1,Saiko Akamine,11eyes,4,,,,No,No,,1,4,14,F,saber
qk0tm5,3689,1,Beehunter,Arknights,3,,,,No,No,,1,3,23,F,saber
0d8t4d,5172,1,Leorio Paladiknight,Hunter x Hunter,3,,,,No,No,,250,3,75,F,saber
qwgx68,4765,1,Neopolitan,RWBY,1,,,,No,No,,77,1,9,F,saber
qwrqd5,5643,1,Ishtar,Fate/Grand Order,2,,,,No,No,,396,2,44,F,saber
qwnhjl,5729,1,Rio Kamishiro,Yu-Gi-Oh! Zexal,1,,,,No,No,,3,1,1,F,saber
qwjv7z,25,1,Chikama Yashiro,Adachi to Shimamura,4,,,,No,No,,3,4,36,F,saber
qwvqt7,4230,1,Kotone Shirakawa,Overflow,2,,,,No,No,,366,2,38,F,saber
qwvwjq,5799,1,Arfoire,Hyperdimension Neptunia,2,,,,No,No,,1,2,6,F,saber
qwvqtr,5616,1,Observer,Azur Lane,3,,,,No,No,,1,3,43,F,saber
q2c9m6,5626,1,Kurome,Akame ga Kill!,3,,,,No,No,,50,3,74,F,saber
q2xz6z,3902,1,Bismarck,Azur Lane,0,,,,No,No,,5,0,6,F,saber
q29vbs,5674,1,Gittarackur,Hunter x Hunter,3,,,,No,No,,4,3,29,F,saber
q2wxph,883,1,Iori Fujimura,Yumeiro Cast,4,,,,No,No,,1,4,19,F,saber
q2wrpb,5594,1,Vert,Hyperdimension Neptunia,2,,,,No,No,,15,2,14,F,saber
q2wrp2,3760,1,Elena,Epic Seven,0,,,,No,No,,1,0,1,F,saber
q22pm4,5692,1,Nae Tennouji,Steins;Gate,1,,,,No,No,,6,1,5,F,saber
q2v7b4,27,1,Tamase Miki,Muv-Luv,2,,,,No,No,,1,2,6,F,saber
q2vqxp,5591,1,Shishito,Hunter x Hunter (2011),1,,,,No,No,,1,1,1,F,saber
q2mf0h,5642,1,Cob Portaport,Black Clover,1,,,,No,No,,1,1,1,F,saber
qhd3c8,4758,1,White Sister Rom,Hyperdimension Neptunia,3,,,,No,No,,7,3,25,F,saber
qh39k6,5541,1,Rin Tohsaka,Fate/stay night,2,,,,No,No,,1365,2,44,F,saber
qqxq9r,5571,1,Azusa Nakano,K-On!,0,,,,No,No,,141,0,9,F,saber
qqs18l,4297,1,Rose,Elsword,1,,,,No,No,,1,1,1,F,saber
09lpmr,4782,1,Sora,No Game No Life,1,,,,No,No,,280,1,21,F,saber
qqfjvb,5606,1,Piccolo,Dragon Ball,4,,,,No,No,,108,4,136,F,saber
qq92kq,5347,1,Alice Rondo,That Time I Got Reincarnated as a Slime,0,,,,No,No,,1,0,1,F,saber
qq5f73,5620,1,Charme,Food Wars! The Third Plate: Totsuki Train Arc,4,,,,No,No,,1,4,19,F,saber
qq2wmn,4433,1,Tsunomaki Watame,Hololive: Holo no Graffiti,1,,,,No,No,,123,1,24,F,saber
q0dl1v,5485,1,Momo Akanegakubo,Food Wars! Toutsuki Juukketsu,2,,,,No,No,,2,2,16,F,saber
q0jgss,3698,1,Great Rabbit,Re:ZERO -Starting Life in Another World- Season 2,2,,,,No,No,,3,2,15,F,saber
q0q626,5470,1,Sonoka Kikuchi,Food Wars! The Second Plate,2,,,,No,No,,1,2,8,F,saber
q00pwr,5452,1,Gido,Hunter x Hunter,2,,,,No,No,,1,2,9,F,saber
