code,number,edition,character,series,quality,wishlists,dropQuality
28qqmb,2458,2,Winry Rockbell,Fullmetal Alchemist,1,136,1
hxhnkx,1411,2,Purple Heart,Hyperdimension Neptunia,0,62,0
ql46qp,2116,1,Maid Alter,Carnival Phantasm,1,32,1
2r7lvj,2083,2,Shishiro Botan,Hololive: Holo no Graffiti,1,161,1
27bqwk,2396,1,Cookie,Food Fantasy,1,12,1
hj284g,268,2,Ereshkigal,Fate/Grand Order,4,189,2
2t1bft,10091,1,Eri Kumagai,Music Girls,2,2,2
2tj150,2197,2,Ferris,Re:ZERO -Starting Life in Another World-,2,292,2
2t28fk,2401,2,Mana Takamiya,Date a Live,2,10,2
2t0z4s,10072,1,Cú Chulainn (Caster),Fate/Grand Order,2,6,2
28fnzt,10087,1,Magical Sapphire,Fate/kaleid liner PRISMA ILLYA,4,1,4
28w4lx,391,2,Anna,Princess Connect! Re: Dive,4,2,4
282vh9,10127,1,Akatsuki,Log Horizon,2,85,2
2ldvx4,1386,2,Zeref,Fairy Tail,1,93,1
2fs8vw,2252,2,Chrome,Dr. Stone,0,33,0
2q4qkt,1624,2,Avicebron,Fate/Apocrypha,2,1,2
24h70q,1836,2,Spartacus,Fate/Apocrypha,3,1,3
2flvtj,2266,2,Murasaki,Senran Kagura: Shinovi Versus,1,18,1
2flv9q,9823,1,Ashlin,Log Horizon,2,1,2
qxng7p,183,2,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,1,274,1
2f983r,2003,2,White Heart,Hyperdimension Neptunia,2,22,2
2fgks9,1263,2,Mega Gardevoir,Pokémon XY: Mega Evolution,3,24,3
2frq50,1697,2,Atalanta (Alter),Fate/Apocrypha,0,12,0
293g3m,2329,1,Ginrei,Senran Kagura: New Wave G Burst,1,9,1
29nqrx,6508,1,Mega Garchomp,Pokémon XY: Mega Evolution,4,7,4
2g4blq,5546,1,Xingqiu,Genshin Impact,4,197,4
2rlkw9,2014,2,Shinobu Oshino,Bakemonogatari,2,377,2
2rfp47,1504,2,Dark Sakura,Fate/stay night: Heaven's Feel II. lost butterfly,2,93,2
2rpkxq,9747,1,Aoi Ichijou,High School Prodigies Have It Easy Even in Another World!,3,1,3
2pgkh5,9828,1,Fiore Forvedge Yggdmillennia,Fate/Apocrypha,3,1,3
24m1hg,1425,2,Celine Fantaria,Epic Seven,0,8,0
2zjqhh,1966,2,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,0,274,0
2z57rc,1801,2,Serafall Leviathan,High School DxD NEW,0,6,0
216hg0,9500,1,Florence Nightingale,Fate/Grand Order,2,38,2
21khtp,2122,1,Rice (SP),Food Fantasy,3,2,3
2jl4mj,2999,1,Juzo Kumiya,Jujutsu Kaisen,0,1,0
2b6jpd,5863,1,Shoko Ieiri,Jujutsu Kaisen,3,189,3
2btjfc,1901,2,Obito Uchiha,Naruto Shippuden,1,434,1
2bpzhm,9418,1,Gerald,Nezumi Monogatari: George to Gerald no Bouken,2,1,2
2bzxbb,1890,2,Aokiji,One Piece,1,55,1
2b1g0f,1407,2,Black Heart,Hyperdimension Neptunia,2,29,2
2bjp6g,9452,1,Catherine,Black Clover,3,1,3
2b2mtv,9160,1,Goredolf Musik,Fate/Grand Order,1,1,1
25zp57,9177,1,Gorgon,Fate/Grand Order,2,20,2
25jht5,1647,2,Sousuke Suguya,Assassination Classroom,2,1,2
2kz05p,9266,1,Anne,Fate/Extra Last Encore,3,0,3
2kz05n,1845,2,Mary Saotome,Kakegurui,4,344,3
2wfhqr,996,2,Raphiel Shiraha Ainsworth,Gabriel Dropout,2,16,2
2wht6q,1274,2,Irisdina Bernhard,Schwarzesmarken,3,14,3
2wh28n,1412,2,Jeanne d'Arc (Alter) (Santa Lily),Fate/Grand Order,0,12,0
22b52p,1145,2,Archimedes,Fate/EXTELLA,2,1,2
227fv2,3052,1,Francesca,Epic Seven,2,1,2
22vb8n,1046,2,Eugeo,Sword Art Online: Alicization,0,214,0
22vb31,1761,2,Omaru Polka,Hololive: Holo no Graffiti,4,65,4
2hxqsj,1234,2,Li Shuwen,Fate/EXTRA,2,1,2
2hz2db,657,2,Female Knight,Goblin Slayer,2,1,2
2qt8f8,9107,1,Xerx Lugner,Black Clover,3,1,3
2qnfwv,888,2,Miyako,Princess Connect! Re: Dive,3,7,3
2qw8d3,9060,1,Mary Takigawa Celes,Busou Shinki: Armored War Goddess,2,0,2
2qw8dr,8922,1,Michiru Kita,Zombie-Loan,0,1,0
2q2ck0,3345,1,Hakunon Kishinami,Fate/EXTRA,3,3,3
2082w7,1609,2,Kurami Zell,No Game No Life,2,14,2
20lr37,1082,2,Riza Hawkeye,Fullmetal Alchemist,0,85,0
20gkwq,8993,1,Smoker,One Piece,3,43,3
hkz3sl,453,2,Kaori Shirasaki,Arifureta: From Commonplace to World's Strongest,2,16,2
h61zsh,1386,2,Shinku Nilvaren,No Game No Life: Zero,4,4,4
201qsk,1988,1,Toso,Food Fantasy,2,2,2
20nsm7,8925,1,Caules Forvedge Yggdmillennia,Fate/Apocrypha,4,1,4
205qrn,7678,1,Vegeta,Dragon Ball Z,3,773,3
2vr9n9,507,2,Bulat,Akame ga Kill!,4,42,4
2v15gd,1397,2,CHU²,BanG Dream!,3,28,3
hcd22t,1145,2,Garfiel Tinsel,Re:ZERO -Starting Life in Another World- Season 2,2,21,0
2v5zbr,391,2,Kosuzu,Senran Kagura: New Wave,3,1,3
2vkh1n,2517,1,Cecily,Konosuba: Fantastic Days!,2,2,2
2m62kq,302,2,Stollen Bread,Food Fantasy,1,4,1
2m955p,289,2,Cloud Tea,Food Fantasy,3,3,3
2m390v,7698,1,Sakuta Azusagawa,Rascal Does Not Dream of Bunny Girl Senpai,4,161,4
2mkc1p,743,2,Karin Nanase,In/Spectre,3,4,3
2mwq58,561,2,Rio Sonogami,Date A Live: Rio Reincarnation,4,5,4
2m2kh5,6714,1,Park Mubong,The God of High School,3,8,3
2mqcx1,982,2,Sayo,Akame ga Kill!,2,1,2
2mq1kg,1093,2,Megumi Katou,Saekano: How to Raise a Boring Girlfriend,2,183,2
hct284,1256,2,Nobunaga,Hunter x Hunter,1,20,1
hc98qs,1373,2,Gao Wei,Food Wars! The Second Plate,4,1,4
hc3nfj,962,2,Basil Hawkins,One Piece,0,8,0
hcr28c,8826,1,Celenike Icecolle Yggdmillennia,Fate/Apocrypha,0,1,0
hcppdv,395,2,Cermia Ranka,Epic Seven,3,6,3
h6ch69,8716,1,Ga-tan,Log Horizon 2,4,2,4
h6xx14,8682,1,Lufulu,Black Clover,1,1,1
h6x5n4,209,2,Pineapple Bun,Food Fantasy,1,1,1
h67vjt,1281,2,Misato Katsuragi,Neon Genesis Evangelion,2,586,2
hxcv21,1401,2,Jack the Ripper,Fate/Apocrypha,4,34,4
h6gmlr,1063,2,Emiya Shirou,Fate/kaleid liner PRISMA ILLYA,0,19,0
h6k881,8068,1,Norikata Emiya,Fate/Zero 2,4,1,4
hx88zg,7596,1,Pouf,Hunter x Hunter (2011),0,44,0
hxlsbg,1020,2,Armin Arlert,Attack on Titan,3,545,3
hsp428,330,2,Tsumiki Miniwa,Place to Place,3,69,3
hsjgmj,789,2,Tomoe Udagawa,BanG Dream!,3,12,3
hs0vd3,899,2,Rock Lee,Naruto,2,178,2
hdx0s9,1226,2,Koujirou Shinomiya,Food Wars! Shokugeki no Souma,4,12,4
hd3lxk,131,2,Turkey,Food Fantasy,4,11,4
hdnf35,8500,1,Nonna Zell,No Game No Life: Zero,2,3,2
hdnf3h,1863,1,Meimei,Senran Kagura: New Wave,2,5,2
hdqj76,8376,1,Serge,Fate/Apocrypha,3,1,3
hd0j0t,1332,2,Rin Tohsaka,Fate/stay night,4,1365,3
hd001f,488,2,Fate Testarossa,Magical Girl Lyrical Nanoha,2,10,2
h7cb5m,1394,2,Milim Nava,That Time I Got Reincarnated as a Slime,2,422,2
h7677t,907,1,Chiave,Arknights,2,0,2
h7720c,85,2,Almond Tofu,Food Fantasy,2,5,2
hwzxt0,110,2,Shirley,Fate/Zero 2,3,1,3
hzr2hn,168,2,Waver Velvet,Fate/Zero,3,19,3
h1085w,803,2,Semiramis,Fate/Apocrypha,2,34,2
htsg7r,330,2,Rio Sonogami,Date A Live: Rio Reincarnation,4,5,4
htd733,793,2,Elena,Epic Seven,2,1,2
ht72cx,561,2,Zesshi Zetsumei,Overlord II,4,19,4
ht74qd,32,2,Mango Pomelo Sago,Food Fantasy,3,12,3
h8d82f,1228,2,Avicebron,Fate/Apocrypha,3,1,3
h88kst,805,2,Greed,Fullmetal Alchemist,2,39,2
xkfcq,1680,1,Sakura Matou,Fate/stay night,1,163,1
h81pgt,1973,1,Rodney,Azur Lane: Slow Ahead!,4,1,4
h81p39,918,2,Kayneth El-Melloi Archibald,Fate/Zero,2,1,2
h8bsdn,576,2,Motojirou Kajii,Bungou Stray Dogs,2,2,2
h8bs82,775,2,Gray Fullbuster,Fairy Tail,2,273,2
hlsqkl,42,2,Imu,Senran Kagura: Shinovi Versus,1,10,1
hltb9h,8362,1,Meme,Me! Me! Me!,1,69,1
hl8zww,1069,2,Terunori Kuga,Food Wars! Toutsuki Juukketsu,2,5,2
hffhks,579,2,Yamada Elf,Eromanga Sensei,2,11,2
hf3pdw,743,2,Hitoha Miyamizu,your name.,3,5,3
hfpdkx,1139,2,Julius Novachrono,Black Clover,1,89,1
vsrt1b,3408,1,Archer (Darkened),Fate/Grand Order: First Order,3,1,3
h072js,280,2,Iskandar,Fate/Zero,0,56,0
h932j6,268,2,Thomas Edison,Fate/Grand Order,3,4,3
q88x2d,12,2,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,4,274,2
hfhvjj,812,2,Remi Ayasaki,Horimiya,1,69,1
hf0kb8,206,2,Chris Yukine,Symphogear,0,24,0
hfmsr9,204,2,Chitose Itou,Iya na Kao Sarenagara Opantsu Misete Moraitai,1,14,1
h9cgpj,5336,1,Suguru Getou,Jujutsu Kaisen,1,1330,1
h9gk63,316,2,Yuki Amane,Steins;Gate 0,2,4,2
h9gk6r,807,2,Hwa Ryun,Tower of God,3,31,3
h91n6r,141,2,Dita,Maquia - When the Promised Flower Blooms,2,1,2
h9jr0h,8165,1,Toole,Fate/Apocrypha,2,1,2
h9bqr4,747,2,Alice Nakiri,Food Wars! Shokugeki no Souma,3,165,3
h9kxg4,403,2,Elizabeth Thompson,Soul Eater,1,12,1
h92j3r,1590,1,Pancake,Food Fantasy,2,3,2
h9q8bn,587,2,Naoto Shirogane,Persona 4 the Animation,1,87,1
h90191,2527,1,Ranger,Azur Lane,4,1,4
hgc6c4,5447,1,Qiqi,Genshin Impact,1,254,1
hg219z,2116,1,Silkyria Eyu La Safayena,Epic Seven,2,1,2
hgh9lz,17,2,Noboru Taki,Sound! Euphonium,1,1,1
hgqj36,558,1,Beanstalk,Arknights,2,0,2
h3p20d,534,2,Gilgamesh (Caster),Fate/Grand Order,2,131,2
h3tzr3,476,2,Archimedes,Fate/EXTELLA,1,1,1
h36kjv,7988,1,Hideri Kanzaki,Blend S,2,87,2
h36k27,588,2,Yuri,Doki Doki Literature Club!,4,430,4
h3xp5c,158,2,Geordo Stuart,My Next Life as a Villainess: All Routes Lead to Doom!,2,5,2
h314r7,7904,1,Yui,Angel Beats!,2,50,2
h3jngg,107,2,W,Arknights,4,3,4
h3wcp2,8112,1,Meme,Me! Me! Me!,3,69,3
h3wch3,499,2,Akane Owari,Danganronpa 2: Goodbye Despair,1,31,1
h3v0dt,921,2,Soushirou Anehara,Modern Magic Made Simple,3,0,3
h3mr9p,986,2,Lanterby,Food Wars! The Fifth Plate,4,1,4
hrc5bk,894,2,Akame,Akame ga Kill!,4,995,0
hrxcv9,1471,1,Mango Pomelo Sago,Food Fantasy,2,12,2
hrx5m6,287,2,Mitsuru Kirijo,Persona 3 the Movie 2: Midsummer Knight's Dream,2,62,2
h44kn9,630,2,Chiron,Fate/Apocrypha,2,3,2
hrjgzd,731,2,Slifer the Sky Dragon,Yu-Gi-Oh! Duel Monsters,4,50,4
hrj2xf,428,2,Sol Marron,Black Clover,2,3,2
hrk062,46,2,Takako Sugiura,Another,3,1,3
hrwb7w,966,2,Yufine,Epic Seven,3,34,3
hrq11z,7750,1,Mordred,Fate/Apocrypha,2,210,2
hrhv0h,170,2,Gilbert Nightray,Pandora Hearts,2,35,2
hrhv05,132,2,Legosi,Beastars,2,245,2
hr0nwd,451,2,Minoru Mineta,My Hero Academia,2,23,2
hps3q2,157,2,Shukuro Tsukishima,Bleach,2,5,2
hpsmtm,620,2,Haku,Naruto,2,53,2
hp71wl,2755,1,U-1196,Cells at Work! CODE BLACK!,1,38,1
hpfm3v,838,2,Hisashi Kinoshita,Haikyuu!!,2,7,2
hp97bs,1328,1,Laba Congee,Food Fantasy,2,1,2
hp3kvg,1045,2,Suzune Horikita,Classroom of the Elite,2,363,2
hprl5k,8093,1,Maria,Maria the Virgin Witch,0,1,0
hprm5c,832,2,Megumi Tadokoro,Food Wars! Shokugeki no Souma,2,89,2
hpp8g2,7600,1,Meruem,Hunter x Hunter (2011),4,272,4
hpp0dq,325,2,Ayanami,Azur Lane,1,1,1
h4qpcj,312,2,Kirei Kotomine,Fate/stay night,2,36,2
hp0s86,217,2,Mordred,Fate/Apocrypha,2,210,2
h4729k,144,2,Nanamine Sakura,Toilet-Bound Hanako-kun,1,96,1
h48p0s,168,2,Yuuki Mishima,Persona 5 the Animation,2,7,2
h48pv5,7344,1,Serena,Yu-Gi-Oh! Arc-V,2,1,2
h4pgl7,7534,1,Sol Marron,Black Clover,3,3,3
h4z53t,7825,1,Rio Momose,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",2,0,2
h4npl2,267,2,Kazumi Torimachi,Gundam Build Divers Re:RISE,2,1,2
hzxr8d,523,2,Amadeus,Steins;Gate 0,2,22,2
hzxglh,121,2,Velvet Scarlatina,RWBY,1,8,1
hz8cdm,7165,1,Shouto Todoroki,My Hero Academia,2,1386,2
hz8m9n,417,2,Nero Claudius,Fate/Extra Last Encore,2,125,2
hzphcd,286,2,Li Xingke,Code Geass: Lelouch of the Rebellion,1,2,1
hznz67,518,2,Chisato Hasegawa,The Testament of Sister New Devil,3,40,3
h1snr2,864,2,Erwin Smith,Attack on Titan,4,264,4
h17lbs,425,2,Alexander Anderson,Hellsing,2,50,2
h17mrg,438,2,Serena Rinnen,Tower of God,0,1,0
h1rvbw,587,2,Riveria Ljos Alf,Is It Wrong to Try to Pick Up Girls in a Dungeon?,2,6,2
h1pf1s,56,2,Inori Yuzuriha,Guilty Crown,3,298,3
h14fsg,140,2,Dondochakka Bilstin,Bleach,2,1,2
h111t3,7902,1,Nia,Arifureta: From Commonplace to World's Strongest,4,1,4
h111t4,186,2,Natsume Sakasaki,Ensemble Stars!,3,52,3
h1wm7l,675,2,Mine,Akame ga Kill!,4,249,2
hnbw6w,7407,1,Saber,Fate/Prototype,2,23,2
hn70wm,500,2,Sophia,Fire Emblem: The Binding Blade,3,1,3
hnr5m1,862,2,The Watery,Cardcaptor Sakura,2,2,2
hn1k3k,811,2,Itsuki Shikatani,Yarichin Bitch-bu,1,17,1
hnv7t8,370,2,Nana Osaki,Nana,1,351,1
hj3w51,303,2,Mitsuki,Princess Connect! Re: Dive,1,1,1
hjzd91,332,2,Creed Diskenth,Black Cat,0,4,0
hjh50t,6228,1,Harpy,Closers,2,15,2
hjqpk6,100,2,Volker Axel von Bülow,Legend of the Galactic Heroes,0,0,0
hbp2jw,780,2,Hubert von Vestra,Fire Emblem: Three Houses,4,14,4
hb4v1l,18,2,Tokushirou Tsurumi,Golden Kamuy,2,4,2
hbjh5k,383,2,Ash's Rockruff,Pokémon Sun & Moon,3,7,3
hbktqm,622,2,Rin Nohara,Naruto Shippuden,2,16,2
hb02kk,2828,1,Albedo,Genshin Impact,2,595,2
hbhqcc,4978,1,Suguru Getou,Jujutsu Kaisen,0,1330,0
h5tp61,26,2,Fear,Is It Wrong to Try to Pick Up Girls in a Dungeon? III,2,0,2
h58nr1,122,2,Yo Shindo,My Hero Academia 3,3,3,3
h5lm82,5487,1,Bismarck,Azur Lane,4,5,4
h540t2,420,2,Gladion's Midnight Form Lycanroc,Pokémon Sun & Moon,3,10,3
h51ntg,442,2,Kagari Shiina,Steins;Gate 0,1,5,1
hkg611,6975,1,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,4,274,4
h5k87w,1534,1,Maya,Epic Seven,2,1,2
h50x9k,971,1,Mango Pomelo Sago,Food Fantasy,2,12,2
h5v5b6,643,2,Goten,Dragon Ball Z,3,27,3
hkfmqq,4873,1,Aurora Suya Rhys Kaymin,Sleepy Princess in the Demon Castle,2,100,2
hkkw96,508,2,Hana Uzaki,Uzaki-chan Wants to Hang Out!,1,187,1
hkw2kn,400,2,Palm Siberia,Hunter x Hunter (2011),4,15,4
hk0db2,334,2,Sailor Moon,Sailor Moon,4,394,4
hw623r,6441,1,Iris Heart,Hyperdimension Neptunia,2,36,2
hwp8mt,7467,1,Eren Jaeger,Attack on Titan,3,2769,3
hwz3pn,7480,1,Ochako Uraraka,My Hero Academia,2,382,2
hwn1gd,148,2,Arisa Ichigaya,BanG Dream!,4,23,4
hwnq3d,506,2,Rin Nohara,Naruto Shippuden,3,16,3
hw581b,7563,1,Tohka Yatogami,Date a Live,1,245,1
hwwrnp,7591,1,Chevalier d'Eon,Fate/Grand Order,2,8,2
h26tst,512,2,Zen Wisteria,Snow White with the Red Hair,2,104,2
h2snjk,584,2,Semiramis,Fate/Apocrypha,1,34,1
h2nrl0,817,1,Doenjang Jjigae,Food Fantasy,2,1,2
h2k049,176,2,Simon Brezhnev,Durarara!!,3,2,3
h2hh5l,819,1,Yuki,Senran Kagura: New Wave,2,1,2
h2hmd3,34,2,Qiqi,Genshin Impact,4,254,1
hhsjxr,7444,1,Leonidas I,Fate/Grand Order,2,7,2
hh4gdl,293,2,Karna,Fate/Apocrypha,3,47,3
hhvbd7,7234,1,Nobara Kugisaki,Jujutsu Kaisen,2,1782,2
hq6htt,331,2,Aion,Show by Rock!!,1,2,1
hqshff,7301,1,Tetra,Log Horizon 2,3,12,3
hqdbgq,7366,1,God of Death,Assassination Classroom,2,1,2
hq4llr,7279,1,Bogue,Azur Lane,3,1,3
hqkgml,511,2,Van Huu Nguyen,Legend of the Galactic Heroes,2,0,2
hqk5gc,6852,1,Raphtalia,The Rising of the Shield Hero,2,907,2
hqmb65,5128,1,Noel Niihashi,BURN THE WITCH,3,46,3
h06716,7060,1,Chloe von Einzbern,Fate/Kaleid Liner Prisma Illya 2wei!,3,38,3
h0z19w,415,2,Mei Terumi,Naruto Shippuden,2,19,2
h01sr2,7257,1,Mordred,Fate/Apocrypha,1,210,1
h0njgn,7393,1,Decora,Food Wars! The Fourth Plate,3,2,3
h055m6,585,1,Skewer,Food Fantasy,2,4,2
hvthc1,7148,1,Lion King,Fate/Grand Order,0,3,0
h0kf2r,7241,1,Lancer,Fate/Prototype,4,3,4
h02dnr,477,2,Van Huu Nguyen,Legend of the Galactic Heroes,2,0,2
h02mw3,21,2,Neco-Arc Destiny,Carnival Phantasm,2,36,2
h0vl5k,353,2,Ikuno,DARLING in the FRANXX,3,12,3
hvctd1,349,2,Himiko Toga,My Hero Academia 2,2,1040,2
hvfkmp,439,2,Juza Hyodo,A3! Season Autumn & Winter,1,9,1
hvgglz,6011,1,Tokoyami Towa,Hololive: Holo no Graffiti,2,183,2
hvg0fl,504,2,Niko Niiyama,Kiznaiver,2,13,2
hvrlct,123,2,Kou Mabuchi,Blue Spring Ride,0,133,0
hvztwn,7297,1,Centorea Shianus,Monster Musume no Iru Nichijou,2,48,2
hv5ph6,7248,1,Kirschtaria Wodime,Fate/Grand Order,0,1,0
hv2xfr,7119,1,Megumi Tokoro,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",1,1,1
hvqv38,223,2,Higan,Servamp,0,1,0
hv040p,298,2,Dian Rubens,Spice and Wolf II,4,1,4
hvvsfs,7265,1,Riesbyfe Stridberg,MELTY BLOOD,2,3,2
hvmrxg,110,2,Meroko Yui,Full Moon wo Sagashite,4,5,4
hm3z3v,419,2,Narumi Anju,Gakuen Alice,2,2,2
hm32vq,7073,1,Iris,Fire Force,1,171,1
hmrxzk,2713,1,Hanami,Jujutsu Kaisen,1,30,1
hmwq0m,246,2,Robin Hood,Fate/EXTRA,3,2,3
hm45h2,28,2,Delphinium,DARLING in the FRANXX,3,2,3
hmz3jr,274,2,Taiga Kagami,Kuroko's Basketball,3,163,3
hm5xfn,6962,1,Rock Lee,Naruto,4,178,4
hmk9m7,581,1,Karasu,Senran Kagura: New Wave,3,1,3
hm26gr,7035,1,Justeaze Lizrich von Einzbern,Fate/Apocrypha,2,1,2
hmhm0k,7105,1,Kanae Kochou,Demon Slayer: Kimetsu no Yaiba,1,84,1
hm0k7s,380,2,Fuegoleon Vermillion,Black Clover,2,19,2
hmv175,335,2,Yukako Yamagishi,JoJo's Bizarre Adventure: Diamond Is Unbreakable,4,16,4
hmmh37,440,2,Sawako Yamanaka,K-On!,2,10,2
qccrt3,89,2,Lancer,Fate/stay night,1,81,1
qc6g9z,7180,1,Leonidas I,Fate/Grand Order,1,7,1
qcf9pm,179,2,Kaori Shirasaki,Arifureta: From Commonplace to World's Strongest,4,16,4
qcff0m,341,2,Cure Rosetta,Dokidoki! Precure,2,2,2
qc907g,1854,1,Amy,Konosuba: Fantastic Days!,3,3,3
qcrkhl,94,2,Chris,KonoSuba: God's blessing on this wonderful world!,2,13,2
qcjv0n,397,2,Kyousuke Yaguchi,Yarichin Bitch-bu,2,24,2
qcb2bp,7008,1,Robin Hood,Fate/EXTRA,0,2,0
qc588l,329,2,Chico,Boku no Pico,3,22,3
qckn7m,46,2,Yoshitsune Kurono,The Ryuo's Work Is Never Done!,3,1,3
qck086,1503,1,Rui Yashio,BanG Dream!,4,14,4
qcw7g0,6928,1,Pingu,Pingu in the City,1,362,1
qc288w,203,2,Monika,Princess Connect! Re: Dive,2,2,2
qc271q,196,2,Akame,Akame ga Kill!,4,995,0
q6crwx,311,2,Misha Necron,Maou Gakuin no Futekigousha,2,132,2
qcm7x6,4417,1,Shun Kurosaki,Yu-Gi-Oh! Arc-V,4,3,4
qcmr6z,337,2,Trafalgar Law,One Piece,1,1237,1
q66csj,36,2,Shinji Matou,Fate/stay night,2,3,2
q6cj3r,1410,1,Cassin,Azur Lane,2,0,2
q6cv6m,254,2,Kedama,Given,2,27,2
q6lb6f,5900,1,Kiryu Coco,Hololive: Holo no Graffiti,1,184,1
q6lqfn,6909,1,Mona Haulia,Arifureta: From Commonplace to World's Strongest,0,1,0
q6fdt4,7052,1,Nagisa Shiota,Assassination Classroom,1,389,1
q691pp,6917,1,Erica,Fate/Kaleid Liner Prisma Illya 3rei!!,1,1,1
q6g55l,129,2,Takumi Fujiwara,Initial D,3,174,3
q64nmt,7091,1,Miyu Edelfelt,Fate/kaleid liner PRISMA ILLYA,2,14,2
qfhsz8,6480,1,Semiramis,Fate/Apocrypha,2,34,2
qxdpzc,7077,1,Leonidas I,Fate/Grand Order,2,7,2
q8lnkh,6772,1,Achilles,Fate/Apocrypha,2,18,2
qxqbkz,6926,1,Yukika Saegusa,Fate/stay night: Unlimited Blade Works,3,1,3
qpnp59,6337,1,Olga Marie Animusphere,Fate/Grand Order,1,6,1
q993nx,6610,1,Kariya Matou,Fate/Zero,1,1,1
q6nz5b,7064,1,Misa Nishimori,Charlotte,4,1,4
q6bngs,44,2,Spartacus,Fate/Apocrypha,1,1,1
q6w91d,1779,1,Amy,Konosuba: Fantastic Days!,3,3,3
q604gt,109,2,Jean Kirschtein,Attack on Titan,3,128,3
q604v4,7096,1,Nanami Moriyama,Fate/kaleid Liner Prisma Illya 2wei Herz! Specials,2,1,2
q60w66,161,2,Finral Roulacase,Black Clover,2,24,2
qx78vr,6964,1,Astolfo,Fate/Apocrypha,2,997,2
q60w6m,2505,1,Junpei Yoshino,Jujutsu Kaisen,3,53,3
q6vcqm,235,2,Lucifer,Obey Me!,2,204,2
q6vbk9,336,2,Mifuyu,Princess Connect! Re: Dive,0,2,0
q6vbkl,169,2,Ryouko Kusakabe,Date a Live,2,1,2
q6mtkf,272,2,Katsuragi,Senran Kagura: Portrait of Girls,2,23,2
qx75jw,6627,1,Rin Tohsaka,Fate/stay night,3,1365,3
qxf7nt,1370,1,Amazon,Azur Lane,2,1,2
qx12rz,387,1,Ageha,Senran Kagura: New Wave,1,135,1
qxnsfd,1370,1,Aurora,Azur Lane,4,0,4
qxj9xg,6861,1,Martha Mackenzie,Fate/Zero,0,1,0
qxjhw9,269,2,Elias Ainsworth,The Ancient Magus' Bride: Those Awaiting a Star,4,164,4
qxjw0w,83,2,Laudisch,Legend of the Galactic Heroes,0,0,0
qxjvmj,4326,1,Suguru Getou,Jujutsu Kaisen,2,1330,2
qtfkv8,153,2,Emilia,Re:ZERO -Starting Life in Another World-,4,1269,1
qx55mh,6779,1,Kaede Azusagawa,Rascal Does Not Dream of Bunny Girl Senpai,2,149,2
qxkdhj,61,2,Charlotte,Tonikaku Kawaii,2,5,2
qxkdh1,242,2,Finland,Hetalia: Axis Powers,1,4,1
qxw28t,6985,1,Tanaka,The Skull Man,4,0,4
qxh8l0,156,2,Suzuka,Akame ga Kill!,1,1,1
qss461,161,2,Francis Scott Fitzgerald,Bungou Stray Dogs,2,13,2
qx0lhx,6883,1,Akane Owari,Danganronpa 2: Goodbye Despair,0,31,0
qtjdqb,73,2,Kaede Makidera,Fate/stay night: Unlimited Blade Works,2,1,2
qxvzgf,231,2,Ryouna,Senran Kagura: Shinovi Versus,3,11,3
qxvqdz,561,1,Xinyan,Genshin Impact,2,86,2
qsfx5s,220,2,Iskahn,Sword Art Online: Alicization - War of Underworld,1,3,1
qsfvrq,6939,1,Jean Pierre Polnareff,JoJo's Bizarre Adventure: Stardust Crusaders,1,166,1
qs9fdf,188,2,Eve,Black Cat,1,11,1
qsjlzd,141,2,Iu Shindou,"I'm standing on 1,000,000 lives.",0,2,0
q7fqql,193,2,Toudou-san,"The Night Is Short, Walk on Girl",2,1,2
qsg9gb,6993,1,Yukitoshi Shimizu,Arifureta: From Commonplace to World's Strongest,2,0,2
qsg192,3930,1,Sayori,Doki Doki Literature Club!,2,365,2
qsgh2w,6957,1,Nagisa Shingetsu,Danganronpa Another Episode: Ultra Despair Girls,2,7,2
qspcsn,191,2,Sengoku,One Piece,2,9,2
qsp7ms,4790,1,Aak,Arknights,2,3,2
qh7cx2,5632,1,Medea (Lily),Fate/Grand Order,3,3,3
qr58l1,6249,1,Tokiomi Tohsaka,Fate/Zero,2,1,2
0dvkr6,5080,1,Atalanta,Fate/Apocrypha,3,19,3
073sfw,4997,1,Florence Nightingale,Fate/Grand Order,1,38,1
qv6sqs,5531,1,Fiore Forvedge Yggdmillennia,Fate/Apocrypha,2,1,2
qv7ss8,5465,1,Vlad III,Fate/Apocrypha,1,3,1
0x72cs,5257,1,Rama,Fate/Grand Order,4,1,4
qqb7cg,5549,1,Sherlock Holmes,Fate/Grand Order,1,6,1
q4h4jg,6151,1,Lion King,Fate/Grand Order,0,3,0
qw67tl,5796,1,Saber,Fate/Prototype,3,23,3
06sgz5,5204,1,Romani Archaman,Fate/Grand Order,2,7,2
q1js6l,5941,1,Ritsuka Fujimaru,Fate/Grand Order,2,9,2
q5350v,5857,1,Siegfried,Fate/Apocrypha,0,7,0
qpftzz,6289,1,Gorgon,Fate/Grand Order,2,20,2
qszcn8,323,1,Sukiyaki,Food Fantasy,3,5,3
qsz098,4854,1,Blaze,Arknights,0,1,0
qsjzqj,3689,1,Mega Charizard X,Pokémon XY: Mega Evolution,2,41,2
