code,number,edition,character,series,quality,wishlists,dropQuality
vpfrfv,2727,1,Takeo Kamado,Demon Slayer: Kimetsu no Yaiba,1,1,1
vp9jrj,181,1,Claudia Bruford,Warlords of Sigrdrifa,3,1,3
vp30ts,2498,1,Mii,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",4,10,4
vp15mf,675,1,Noel Niihashi,BURN THE WITCH,2,46,2
vpnrmg,1586,1,Ryuzu Bilma,Re:ZERO -Starting Life in Another World- Season 2,2,4,2
vpnpcb,2045,1,IBN 5100,Steins;Gate 0,4,1,4
vm60wc,1896,1,Esdeath,Akame ga Kill!,4,1649,3
vp5vmz,2656,1,Souei,That Time I Got Reincarnated as a Slime,2,58,2
vp5kv7,2835,1,Chisato Hasegawa,The Testament of Sister New Devil,2,40,2
vpkrd6,2689,1,Kaito Tenjou,Yu-Gi-Oh! Zexal,0,10,0
vpwl4g,83,1,Dominion,Fire Force Season 2,2,1,2
vpwgpp,2729,1,Jibril,No Game No Life,4,350,2
vp2s68,2680,1,Miku Nakano,The Quintessential Quintuplets,4,2545,4
vp2kgp,2759,1,Vestal,Azur Lane,2,1,2
vpqk12,2786,1,Filo,The Rising of the Shield Hero,2,146,2
v5s0w0,2395,1,Sumi Sakurasawa,"Kanojo, Okarishimasu",3,318,3
vvswnv,2048,1,Akeno Himejima,High School DxD,4,2363,3
vbtcw3,2461,1,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,1,274,1
v460cf,2706,1,Kanata Ubuyashiki,Demon Slayer: Kimetsu no Yaiba,3,1,3
v4dmc9,2666,1,Suika,Dr. Stone,2,28,2
v47k6l,2618,1,Hyouga,Dr. Stone,4,8,4
v4lh43,2776,1,Itsuki Nakano,The Quintessential Quintuplets,3,1116,3
v4fclt,10,1,Smilodon,Doraemon: Nobita at the Birth of Japan,0,0,0
v4f97z,638,1,Croissant,Arknights,1,1,1
v4fwmd,231,1,Monkey Demon,Doraemon: Nobita's Great Adventure into the Underworld,1,1,1
v49670,2734,1,Misao Amari,Fate/Extra Last Encore,4,1,4
v41hvr,996,1,Kyouka,Princess Connect! Re: Dive,3,7,3
v4ntp7,2642,1,Ichika Kaneki,Tokyo Ghoul:re 2nd Season,1,20,1
v4jdv6,149,1,Mel,Angelique: Shiroi Tsubasa no Memoire,2,0,2
v4jfv5,2680,1,Amaimon,Blue Exorcist,2,17,2
v45pls,146,1,Ryoku Mitsukawa,The Magic of Chocolate,0,0,0
v4kvj6,2772,1,Speed o' Sound Sonic,One-Punch Man,2,45,2
v4wxq5,2700,1,Riku Dola,No Game No Life: Zero,2,34,2
v42735,2689,1,Ozaki,Demon Slayer: Kimetsu no Yaiba,1,1,1
v427h0,1517,1,Tokino Sora,Hololive: Holo no Graffiti,1,50,1
v4h8kw,2663,1,Shiro,The Helpful Fox Senko-san,2,50,2
v4h8h3,1548,1,Momosuzu Nene,Hololive: Holo no Graffiti,3,95,3
v25kx1,2201,1,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,4,274,4
v40mt5,2628,1,Lion King,Fate/Grand Order,1,3,1
v4vdlb,1463,1,Commissioner O,The God of High School,2,1,2
v1x28s,773,1,Gurren Lagann,Tengen Toppa Gurren Lagann,3,26,3
v4v4bj,1741,1,Pyrrha Nikos,RWBY,2,43,2
v4v5mx,89,1,Ruri Kousaka,The Magic of Chocolate,2,0,2
v4mc1b,2670,1,Assassin,Fate/stay night,4,12,4
v4mcns,562,1,Wei Yenwu,Arknights,1,1,1
v4m1vp,2608,1,Eldridge,Azur Lane,1,1,1
v4m25n,2694,1,Seine,Log Horizon 2,2,1,2
v5hdr0,2380,1,Saber,Fate/stay night,4,1285,3
vzckn9,1954,1,IBN 5100,Steins;Gate 0,0,1,0
vzxcp8,570,1,Yuna Azetta,Tales of Crestoria,2,2,2
vzxc4s,2718,1,Irina Shidou,High School DxD NEW,0,90,0
vzx7gr,157,1,Kirari Kawamura,Saekano: How to Raise a Boring Girlfriend Fine,1,1,1
6js21,1786,1,Ichika Nakano,The Quintessential Quintuplets,4,631,3
vzd2j4,2647,1,Tsubone,Hunter x Hunter (2011),2,1,2
vn4b1q,2506,1,Ishtar,Fate/Grand Order,2,396,2
vz7xv2,2613,1,Odd Vorak,Fate/Zero 2,3,1,3
vz7z4w,97,1,Roko-Roko,Doraemon: Nobita's Little Space War,3,1,3
vz7bxx,2723,1,Valkyrie,Cautious Hero: The Hero Is Overpowered but Overly Cautious,3,7,3
vz7h04,2725,1,Sumi Nakahara,Demon Slayer: Kimetsu no Yaiba,3,2,3
vzt8t5,2644,1,Hakurou,That Time I Got Reincarnated as a Slime,3,10,3
vzt8lf,929,1,Arue,KonoSuba: God's blessing on this wonderful world! Legend of Crimson,0,2,0
vztmhz,2681,1,Ichika Nakano,The Quintessential Quintuplets,1,631,1
vzlx07,2649,1,Ishtar,Fate/Grand Order,1,396,0
vzlxr6,369,1,Rebecca,For Whom the Alchemist Exists,2,1,2
vk2z13,1240,1,Iris Heart,Hyperdimension Neptunia,3,36,3
v01tqp,819,1,Yu Mira,The God of High School,2,38,2
7vjh8,1526,1,Neptune,Hyperdimension Neptunia,2,80,2
zkkdh,895,1,Akeno Himejima,High School DxD,4,2363,2
vz3f4w,2639,1,Lua,Yu-Gi-Oh! 5D's,0,3,0
vz3545,2648,1,Shana,Shakugan no Shana,2,45,2
vzpt0m,2564,1,Paiman,Gatchaman Crowds,1,1,1
vzpltf,2707,1,Kaonashi,Spirited Away,3,133,3
vkpg23,2334,1,EMIYA (Alter),Fate/Grand Order,2,1,2
vz46nb,2583,1,Naomi Misora,Death Note,2,14,2
vzz3k8,2592,1,Upa Cognitive Computing System,Steins;Gate: Soumei Eichi no Cognitive Computing,4,2,4
vz1v7w,835,1,Miku Zeze,Twin Star Exorcists,1,1,1
vzjc36,2646,1,Death Gun,Sword Art Online II,4,12,4
vzjrsz,2700,1,Dark Magician,Yu-Gi-Oh! Duel Monsters,1,81,1
vzb728,2610,1,Fio,KonoSuba: God's blessing on this wonderful world!,0,1,0
vzb067,2568,1,Milotic,Pokémon: Diamond & Pearl,2,5,2
vzbhvq,2686,1,Rimuru Tempest,That Time I Got Reincarnated as a Slime,3,2449,1
vz2lph,333,1,Setsuna,For Whom the Alchemist Exists,2,1,2
vz2rrd,624,1,Peter Grill,Peter Grill and the Philosopher's Time,3,5,3
vz211c,2573,1,Chun Lu,Log Horizon 2,3,1,3
vz2qqm,1621,1,Dark Sakura,Fate/stay night: Heaven's Feel II. lost butterfly,2,93,2
vzqvzb,2632,1,Elulu,Cautious Hero: The Hero Is Overpowered but Overly Cautious,3,2,3
vz03gp,2664,1,Hinako Inui,Food Wars! Shokugeki no Souma,3,2,3
vz03x0,2452,1,Altria Pendragon (Alter),Fate/Grand Order,0,110,0
vz0qx2,2636,1,Priscilla Barielle,Re:ZERO -Starting Life in Another World-,3,4,3
v1cb9k,2667,1,Irina Shidou,High School DxD NEW,1,90,1
v1cqbp,182,1,David Bannings,Magical Girl Lyrical Nanoha: Reflection,0,0,0
v16vq6,171,1,Huracan,Magical Girl Lyrical Nanoha ViVid,2,1,2
v1srp6,2572,1,Florence Nightingale,Fate/Grand Order,3,38,3
v18wnj,2723,1,Chomusuke,KonoSuba: God's blessing on this wonderful world! 2,3,38,3
v1ldws,2614,1,Rio Momose,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",2,0,2
v1ld4p,2609,1,Stephanie Dola,No Game No Life,1,60,1
v1ftg3,2562,1,Shizuka Marikawa,Highschool of the Dead,2,82,2
v1f282,2603,1,Duckling,Pikotarou no Lullaby Lu-llaby (Web),0,1,0
v194jq,470,1,Sara Scorpion,Space Pirate Sara,1,3,1
v13510,2661,1,Nikola Tesla,Fate/Grand Order,3,6,3
v1r7x3,2557,1,Megumi Tokoro,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",4,1,4
v1p328,2671,1,Risei Kotomine,Fate/Zero,4,1,4
v14vwb,2660,1,Sieg,Fate/Apocrypha,2,5,2
v1zj5q,2500,1,Yunyun,KonoSuba: God's blessing on this wonderful world! 2,3,92,3
v11r3g,2594,1,Rachel Gardner,Angels of Death,2,129,2
v12353,2622,1,Seishirou Tsugumi,Nisekoi,2,80,2
v1hjwp,1392,1,Lye Batenkaitos,Re:ZERO -Starting Life in Another World- Season 2,2,2,2
v1qj8z,231,1,Momoko Togame,Magia Record: Puella Magi Madoka Magica Side Story,2,1,2
v1qhwv,2622,1,Diablo,How NOT to Summon a Demon Lord,3,20,3
v107wb,2471,1,Touka Kirishima,Tokyo Ghoul,4,509,2
v1mdpb,1847,1,IBN 5100,Steins;Gate 0,2,1,2
vnc34r,2615,1,Ruka Urushibara,Steins;Gate,1,99,1
vn6frs,498,1,Kal'tsit,Arknights,3,1,3
vn8xtl,2531,1,Shiroe,Log Horizon,1,47,1
vnlggx,2495,1,Hestiaca,Cautious Hero: The Hero Is Overpowered but Overly Cautious,1,5,1
vn3cs0,2504,1,Silica,Sword Art Online,4,39,4
vn1swz,2244,1,Khun Aguero Agnis,Tower of God,1,244,1
vn1nd5,2482,1,Hestiaca,Cautious Hero: The Hero Is Overpowered but Overly Cautious,1,5,1
vn1vtn,2456,1,Maruo Nakano,The Quintessential Quintuplets,1,4,1
vnnbql,2474,1,Yuuga Aoyama,My Hero Academia,3,16,3
vnjmmb,2465,1,Musashibou Benkei,Fate/Grand Order,1,1,1
vnjmmw,2518,1,Seine,Log Horizon 2,0,1,0
vnbt9p,2509,1,Biscuit Krueger,Hunter x Hunter OVA 2: Greed Island,1,36,1
vn5zf6,2494,1,Hideyoshi Nagachika,Tokyo Ghoul,2,77,2
vn2xrg,2480,1,Ishtar,Fate/Grand Order,3,396,3
vjg8lg,2425,1,Odd Vorak,Fate/Zero 2,1,1,1
vnhm5c,418,1,Senior Caster Leader,Arknights,2,0,2
vnqkcn,2506,1,Shoko Makinohara,Rascal Does Not Dream of Bunny Girl Senpai,3,66,3
vnqv3l,2582,1,Elizabeth Báthory,Fate/EXTRA CCC,2,9,2
vn076z,2469,1,Puck,Re:ZERO -Starting Life in Another World-,4,50,4
vn0xh5,2539,1,May Chang,Fullmetal Alchemist: Brotherhood,2,5,2
vj6tc4,2532,1,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,4,274,4
vjm4dv,309,1,La Signora,Genshin Impact,4,105,2
vj606s,2476,1,Alice,Fate/Extra Last Encore,1,1,1
vjxq9v,362,1,Droite,Tales of Vesperia,1,1,1
vjszj9,750,1,Soketto,KonoSuba: God's blessing on this wonderful world! Legend of Crimson,0,1,0
vjdg8q,2454,1,Ling Yao,Fullmetal Alchemist: Brotherhood,3,53,3
vjdglh,1443,1,Shiranui Flare,Hololive: Holo no Graffiti,3,49,3
vjdnzv,2507,1,Yusei Fudo,Yu-Gi-Oh! 5D's,2,67,2
v57j0t,2388,1,Kiyohime,Fate/Grand Order,2,17,2
v5vfg4,2435,1,Achilles,Fate/Apocrypha,1,18,1
vkwc9w,2270,1,BB,Fate/EXTRA CCC,3,37,3
vjd27z,391,1,Ansel,Arknights,1,1,1
vj7prm,347,1,Fine Motion,Umayon,3,1,3
vj7n00,2506,1,Jubstacheit von Einzbern,Fate/Zero,0,1,0
vjtd70,2442,1,Lion King,Fate/Grand Order,0,3,0
vj8tkk,1147,1,Zepes Indu,Maou Gakuin no Futekigousha,1,1,1
vj8896,2555,1,Lily,Recovery of an MMO Junkie,2,2,2
vj8011,2541,1,Hiryuu,Azur Lane,1,1,1
vjl5f3,2465,1,Nureha,Log Horizon,3,1,3
vjl0qw,2448,1,Hestiaca,Cautious Hero: The Hero Is Overpowered but Overly Cautious,3,5,3
vjf95q,2455,1,Mash Dragonight,Cautious Hero: The Hero Is Overpowered but Overly Cautious,2,1,2
vjvhtt,543,1,Aisha Necron,Maou Gakuin no Futekigousha,3,8,3
vjrmxt,2477,1,Chimera Ant Queen,Hunter x Hunter (2011),1,1,1
vjprn5,2502,1,Histoire,Food Wars! The Third Plate: Totsuki Train Arc,0,1,0
vjzfp2,2451,1,Atram Galiast,Fate/stay night: Unlimited Blade Works,1,1,1
vj1gzm,2397,1,Genshirou Saji,High School DxD,1,1,1
vj1pmx,545,1,Lilias Perlutia,Epic Seven,2,4,2
vj5483,2427,1,Yaezakura,Log Horizon 2,2,1,2
vj5bwn,12,1,Jail Scaglietti,Magical Girl Lyrical Nanoha StrikerS,1,0,1
vjq4bz,2469,1,Yukimura Kusunoki,Haganai: I Don't Have Many Friends,2,1,2
vjq15g,2452,1,Leysritt,Fate/stay night,2,1,2
vjq0f1,104,1,Lia Parapara Leazas,Rance 01: The Quest for Hikari,2,2,2
vj09b1,2423,1,Uni,Hyperdimension Neptunia,2,16,2
vj04gc,1746,1,IBN 5100,Steins;Gate 0,0,1,0
vj0bsf,2403,1,Izuna Hatsuse,No Game No Life,0,37,0
vj0bs2,1208,1,Garnet,Lapis Re:LiGHTs,0,1,0
vjv79w,2401,1,Marielle,Log Horizon,2,6,2
vjv97v,737,1,Kokkoro,Princess Connect! Re: Dive,3,63,3
vjvhlj,326,1,Fodra Queen,Tales of Graces,1,1,1
vjm9kh,2414,1,Sayaka Maizono,Danganronpa: The Animation,3,41,3
vbctj9,378,1,Ptilopsis,Arknights,2,1,2
vbcdpg,2491,1,Roswaal L Mathers,Re:ZERO -Starting Life in Another World-,1,20,1
vbcls2,2424,1,Razor,Hunter x Hunter OVA 3: Greed Island Final,2,3,2
vbckkk,329,1,Sara,Tales of Link,2,2,2
vb67vj,515,1,Tearju Lunatique,To Love Ru: Darkness,2,4,2
vb6fm8,2468,1,Shirley,Fate/Zero 2,2,1,2
vbxcwf,2434,1,Rentarou Kusunoki,Food Wars! The Third Plate,0,1,0
vbsrvl,1396,1,Iris Heart,Hyperdimension Neptunia,3,36,3
vbd93z,285,1,Celsius,Tales of Eternia: The Animation,3,1,3
vbdwxr,2502,1,Droite,Yu-Gi-Oh! Zexal,1,1,1
vb780t,1710,1,Cyalume Saber,Steins;Gate 0,1,1,1
vb7rrs,333,1,Blaze,Arknights,2,1,2
vb71vk,296,1,Kanonno Earheart,Tales of the World: Radiant Mythology,1,1,1
vb71m8,2470,1,Yuya Sakaki,Yu-Gi-Oh! Arc-V,1,29,1
xvsmv,1709,1,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,2,274,2
vbfhxm,278,1,Nan,Tales of Vesperia,1,1,1
vb9d0x,330,1,Xiao,Genshin Impact,4,2011,3
vb9ftk,2495,1,Angelica,Fate/Kaleid Liner Prisma Illya 3rei!!,1,1,1
vb9fld,2463,1,Chizuru Mizuhara,"Kanojo, Okarishimasu",4,876,2
vbgdmq,695,1,Christina,Princess Connect! Re: Dive,1,6,1
vbggm1,2497,1,Akashi,Azur Lane,3,1,3
vbg3x1,50,1,Nanami Yuu,Koisuru Asteroid,2,1,2
tc3l0,1539,1,Saber,Fate/stay night,4,1285,2
vb3r5b,2473,1,Yukika Saegusa,Fate/stay night: Unlimited Blade Works,0,1,0
vb3pbm,436,1,Sai,The God of High School,3,1,3
vb3p5l,2363,1,Aoi Kanzaki,Demon Slayer: Kimetsu no Yaiba,1,30,1
vbpsb8,2482,1,Linda,Hyperdimension Neptunia,2,1,2
v5lt7r,2410,1,Youpi,Hunter x Hunter (2011),3,18,3
vbj9dc,93,1,Nagasaka Kasumi,For Whom the Alchemist Exists,3,1,3
v5f6pz,2375,1,San Diego,Azur Lane,2,2,2
vkf4mn,1236,1,Sakura Miko,Hololive: Holo no Graffiti,1,119,1
vwd5dk,2293,1,Gai Gotou,Fate/stay night: Unlimited Blade Works,1,2,1
vbp1x8,20,1,Louisa Ferre,Shin Megami Tensei: Strange Journey Redux,4,1,4
vb48x9,2434,1,Leonardo da Vinci,Fate/Grand Order,4,12,4
vb4jv6,2276,1,Hwa Ryun,Tower of God,0,31,0
vb1w75,2362,1,Lion King,Fate/Grand Order,0,3,0
vb58l5,2405,1,Illyasviel von Einzbern,Fate/stay night,3,92,3
vbz75n,500,1,Shisui's Susanoo,Naruto Shippuden,1,9,0
vb1lz3,2386,1,Shiroe,Log Horizon,3,47,3
vb1z99,1226,1,Park Mubong,The God of High School,4,8,4
v2b9sg,2219,1,Crusch Karsten,Re:ZERO -Starting Life in Another World-,3,24,3
vbnnm7,2336,1,Xuelan,High School DxD,3,1,3
vbj809,2506,1,Ferris,Re:ZERO -Starting Life in Another World-,4,292,4
vbjgg3,1493,1,Purple Sister,Hyperdimension Neptunia,0,7,0
vbj44t,2450,1,Itsuki Sumeragi,Kakegurui,4,21,4
vbkwq3,2435,1,Lan Fan,Fullmetal Alchemist: Brotherhood,3,6,3
vbwj47,676,1,Akari,Princess Connect! Re: Dive,0,2,0
vb26st,2414,1,Tatsumi,Akame ga Kill!,2,91,2
vb2fpl,538,1,Luluca,Epic Seven,2,4,2
vb2nj7,1663,1,Cyalume Saber,Steins;Gate 0,2,1,2
vb0pnz,2364,1,Milim Nava,That Time I Got Reincarnated as a Slime,4,422,4
vb0jqz,230,1,Gold City,Uma Musume: Pretty Derby - BNW no Chikai,2,1,2
vbvjc4,2399,1,Shuri Himejima,High School DxD BorN,2,1,2
vbmsf4,2405,1,Ariadoa,Cautious Hero: The Hero Is Overpowered but Overly Cautious,2,1,2
vbmjdc,2357,1,Pinako Rockbell,Fullmetal Alchemist,2,3,2
v5cs4p,241,1,Gauche,Tales of Vesperia,1,0,1
v5cq9w,2463,1,Akira Mado,Tokyo Ghoul,2,13,2
v5cqng,58,1,Amane,For Whom the Alchemist Exists,2,3,2
v5x1th,1997,1,Maki Harukawa,Danganronpa V3: Killing Harmony,2,89,2
v5xbpp,307,1,Macy Baljure,BURN THE WITCH,1,4,1
v5t64p,2394,1,Seishirou Tsugumi,Nisekoi,2,80,2
v5t48m,2390,1,Henrietta,Log Horizon,2,1,2
kt1jb,520,1,Riku Dola,No Game No Life: Zero,4,34,2
v5lsf4,2236,1,Kunou,High School DxD Hero,3,5,3
v5lfb2,195,1,Ranpha,Princess Connect! Re: Dive,3,2,3
v5lwsv,2389,1,Tsubaki Shinra,High School DxD,1,4,1
v5l00r,2361,1,Moca Aoba,BanG Dream!,3,45,3
v5f7n0,2292,1,Patrasche,Re:ZERO -Starting Life in Another World-,0,6,0
v5fn24,2474,1,Orie Sendawara,Food Wars! Shokugeki no Souma,1,1,1
vk20xs,1087,1,Jin Mori,The God of High School,4,418,3
v59nxn,2372,1,Treyni,That Time I Got Reincarnated as a Slime,1,1,1
v595ht,1462,1,White Sister Rom,Hyperdimension Neptunia,3,7,3
v53c05,2174,1,Mai,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",4,8,4
v53wdp,2272,1,Riina Tada,The iDOLM@STER: Cinderella Girls,4,1,4
v5p163,2364,1,Arthur Pendragon,The Seven Deadly Sins,2,22,2
v54twz,2415,1,Jellal Fernandes,Fairy Tail,4,65,4
v54k47,2393,1,5pb.,Hyperdimension Neptunia,0,5,0
v5z77k,2149,1,Kuromu,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",2,4,2
v5zgzk,2376,1,Silva Zoldyck,Hunter x Hunter,3,20,3
v5jgbq,2382,1,Minori,Log Horizon,2,1,2
v5jz75,2290,1,Fionn mac Cumhaill,Fate/Grand Order,4,1,4
v5j2kp,2328,1,Astolfo,Fate/Apocrypha,2,997,0
v5bs0r,2407,1,Kuroyukihime,Accel World,2,36,2
v5bwdt,2375,1,Mayuri,Date A Live the Movie: Mayuri Judgement,3,30,3
v5bw73,2398,1,Irina Shidou,High School DxD NEW,1,90,1
v5b01n,2317,1,Akihiko Kayaba,Sword Art Online,1,7,1
v5b0nq,2351,1,Saber,Fate/Prototype,2,23,2
v55605,2336,1,Nureha,Log Horizon,1,1,1
v556qw,193,1,Gold City,Uma Musume: Pretty Derby - BNW no Chikai,2,1,2
v55xn6,2467,1,Mimi Pearlbaton,Re:ZERO -Starting Life in Another World-,0,1,0
v55p4h,2453,1,Hassan of the Serenity,Fate/Prototype: Sougin no Fragments,2,27,2
v550hv,1282,1,Hoshimachi Suisei,Hololive: Holo no Graffiti,1,680,1
v5500p,2316,1,Reika Shinozaki,"My Sister, My Writer",2,1,2
v5kqh9,2139,1,Mea Yanai,Food Wars! The Third Plate,2,1,2
v5wcp1,2396,1,Kaya Irimi,Tokyo Ghoul,2,2,2
v5wb21,2369,1,Mello,Death Note,2,69,2
gz7pl,1199,1,Killua Zoldyck,Hunter x Hunter,4,3603,2
v5wvpc,538,1,Typhon,Re:ZERO -Starting Life in Another World- Season 2,3,1,3
v52qvn,266,1,Kai Ijuuin,Shadowverse,1,1,1
v5hthw,2369,1,Ark Royal,Azur Lane,0,1,0
v5qdqp,2251,1,Issei Ryuudou,Fate/stay night,3,1,3
v5q3nn,2407,1,Kariya Matou,Fate/Zero,1,1,1
v5qzh8,2355,1,Marie,One Piece,1,0,1
v5qzhb,2386,1,Mio,Dororo,3,14,3
v5qbv6,2335,1,Karawana,High School DxD,3,1,3
v50sk2,2364,1,Maho Hiyajou,Steins;Gate 0,0,28,0
v5v628,2348,1,Atalanta,Fate/Apocrypha,3,19,3
vks0cp,2318,1,Reiko Yanagi,My Hero Academia 2,3,1,3
vk7124,2340,1,Crow Hogan,Yu-Gi-Oh! 5D's,2,7,2
vk7k29,2336,1,Fitoria,The Rising of the Shield Hero,2,13,2
vktcq1,2346,1,Mio Naruse,The Testament of Sister New Devil,3,223,3
vkt5fj,232,1,Sammy,Shadowverse,3,1,3
vk8hp0,2342,1,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,1,274,1
vk8hp9,171,1,Marta Lualdi,Tales of Symphonia: Dawn of the New World,4,6,4
vk8mcp,2338,1,Mio Naruse,The Testament of Sister New Devil,1,223,1
vklt9s,2328,1,Leroute,Hunter x Hunter,2,2,2
vkfjh8,2335,1,Shao May,Fullmetal Alchemist: Brotherhood,2,6,2
vwhgs4,2200,1,Rom,Hyperdimension Neptunia,2,5,2
vkr1kc,2291,1,Serafall Leviathan,High School DxD NEW,0,6,0
vkr23b,380,1,Sunwoo Nare,Tower of God,0,2,0
vkrm7j,2304,1,Ristarte,Cautious Hero: The Hero Is Overpowered but Overly Cautious,1,19,1
vkptq0,183,1,Hateful Avenger,Arknights,2,0,2
vk4x7k,2243,1,Kayneth El-Melloi Archibald,Fate/Zero,2,1,2
vk49vx,2343,1,Berta,Food Wars! The Third Plate: Totsuki Train Arc,1,1,1
vk4jfh,2328,1,Rider,Fate/Prototype,2,1,2
vkzxr8,2354,1,Tohru,Miss Kobayashi's Dragon Maid,4,563,0
vkzt5x,2418,1,Riko Ebisawa,Food Wars! The Third Plate: Totsuki Train Arc,4,0,4
vkzgrv,2342,1,Julius Juukulius,Re:ZERO -Starting Life in Another World-,2,9,2
vk1tfc,2363,1,Len Kagamine,HoneyWorks: Hajimari no Sayonara,2,213,2
vk1pwl,2282,1,Isami Aldini,Food Wars! Shokugeki no Souma,1,14,1
vk1j6d,2281,1,Suguha Kirigaya,Sword Art Online,0,30,0
vk1065,119,1,Creditta,Princess Connect! Re: Dive,2,1,2
vkn3mx,2307,1,Terunori Kuga,Food Wars! Toutsuki Juukketsu,1,5,1
vknbmc,2231,1,Itori,Tokyo Ghoul,0,5,0
vknhd9,2378,1,Griselda,Sword Art Online,1,0,1
vk5lhv,2338,1,Urara Kawashima,Food Wars! Shokugeki no Souma,4,2,4
vk0cmh,2292,1,Misha Necron,Maou Gakuin no Futekigousha,2,132,0
vk0cv5,1536,1,PhoneWave,Steins;Gate 0,3,2,3
vk5q6v,2355,1,Hans,KonoSuba: God's blessing on this wonderful world! 2,2,1,2
vkws4c,1242,1,Iris Heart,Hyperdimension Neptunia,1,36,1
vkksqz,2270,1,Alice,Fate/Extra Last Encore,2,1,2
vkksv8,2334,1,Artemis,Fate/Grand Order,3,3,3
vkk8vg,2328,1,Alaksimi,Log Horizon,3,1,3
vkh7x0,2231,1,Leonardo Bistario Harway,Fate/Extra Last Encore,0,1,0
vkhklp,2360,1,Soujirou Theta,Log Horizon,2,3,2
vkql9m,2345,1,Frenica Szeski,Sword Art Online: Alicization,2,1,2
vkq51k,2315,1,Kaguya Ootsutsuki,Naruto Shippuden,1,27,1
vk0c0g,2327,1,Ama no Kura no Moriakari no Hime,Nekogami Yaoyorozu,1,1,1
vk0rmn,2248,1,Yoshimura,Tokyo Ghoul,2,5,2
vk0wgv,2264,1,Maria Ross,Fullmetal Alchemist,1,2,1
vkv673,2328,1,Sieg,Fate/Apocrypha,2,5,2
vkvjcv,2316,1,Irina Shidou,High School DxD NEW,1,90,1
vkvwxs,2304,1,Hiromi Shiota,Assassination Classroom 2nd Season,2,1,2
vwctbj,2225,1,Ruri,Dr. Stone,1,5,1
vwcphc,1570,1,Time Machine,Steins;Gate 0,4,1,4
vwcq62,551,1,Haiji Towa,Danganronpa Another Episode: Ultra Despair Girls,3,1,3
vw6swf,2356,1,Rossweisse,High School DxD BorN,0,64,0
vw6g3v,2228,1,Daybit Sem Void,Fate/Grand Order,0,2,0
vw6gpm,2228,1,Yaezakura,Log Horizon 2,2,1,2
vwxh97,2266,1,Maria,Maria the Virgin Witch,0,1,0
vwsdcn,1005,1,Eliza,Lapis Re:LiGHTs,3,1,3
vws486,2290,1,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,1,274,1
vwd1jp,2330,1,Rider,Fate/stay night,2,131,2
vwlh95,1103,1,Minato Aqua,Hololive: Holo no Graffiti,2,234,2
vwlmv9,2288,1,Lipia Zancale,Sword Art Online: Alicization - War of Underworld,3,1,3
vwfddh,2171,1,Hyouga,Dr. Stone,2,8,2
vwfl3g,2205,1,Arthur Pendragon,High School DxD BorN,2,1,2
vwf31c,2282,1,Valkyrie,Bikini Warriors OVA,3,1,3
vw9dqr,2258,1,Taki Tsunozaki,Food Wars! The Second Plate,2,0,2
vw93rp,2273,1,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,1,274,1
vw93pk,2294,1,Akatsuki,Log Horizon,3,85,3
vw934l,2273,1,Raiha Uesugi,The Quintessential Quintuplets,2,19,2
vw9zzg,981,1,Alpha,Lapis Re:LiGHTs,0,1,0
vw9mbn,2098,1,Yuri Zahard,Tower of God,4,122,3
vwgldx,2151,1,Ni,High School DxD,2,1,2
vw398x,2319,1,Risei Kotomine,Fate/Zero,1,1,1
vw3wz4,2324,1,Sherlock Holmes,Fate/Grand Order,2,6,2
vwrrzt,2224,1,Isami Aldini,Food Wars! Shokugeki no Souma,2,14,2
vwrm57,2256,1,Kastro,Hunter x Hunter,2,2,2
vwpgrw,2226,1,Hakurou,That Time I Got Reincarnated as a Slime,2,10,2
vwpgp0,966,1,Misa Iriologue,Maou Gakuin no Futekigousha,4,1,4
vwpjjm,522,1,Yori,Princess Connect! Re: Dive,2,2,2
tqdx5,1497,1,Fubuki,One-Punch Man,1,457,1
vw4nkv,2341,1,Misa Amane,Death Note,4,531,3
vwzklr,2220,1,Aizel,Log Horizon,1,1,1
vwzh2h,2199,1,Carmilla,Fate/Grand Order,4,9,4
vwjk0s,2350,1,Riko Ebisawa,Food Wars! The Third Plate: Totsuki Train Arc,3,0,3
vwkw18,2231,1,Rindou Kobayashi,Food Wars! Toutsuki Juukketsu,2,89,2
vww563,131,1,Ansel,Arknights,2,1,2
vw2xtd,2259,1,Kanami,Log Horizon,2,1,2
vw2f0b,2256,1,Minori,Log Horizon,4,1,4
vw2n1r,2108,1,Dee Eye Ell,Sword Art Online: Alicization - War of Underworld,3,4,3
vmh92n,1880,1,Caster,Fate/stay night,1,23,1
xc97h,1735,1,Elaine,The Seven Deadly Sins,4,14,3
vwh1j1,2237,1,Kyouya Mitsurugi,KonoSuba: God's blessing on this wonderful world!,2,1,2
